Jan 2002-Oct 2024,GDP,Monthly Change,Yearly change,Indexed value
1463177, 1.1, 2.0,100.0
1471175, 0.5, 2.6,100.5
1469679,-0.1, 2.4,100.4
1480103, 0.7, 3.3,101.2
1482323, 0.1, 3.0,101.3
1483988, 0.1, 3.2,101.4
1489746, 0.4, 3.7,101.8
1495281, 0.4, 3.8,102.2
1491822,-0.2, 4.1,102.0
1500765, 0.6, 4.2,102.6
1500000,-0.1, 3.5,102.5
1495415,-0.3, 3.3,102.2
1503083, 0.5, 2.7,102.7
1506922, 0.3, 2.4,103.0
1505292,-0.1, 2.4,102.9
1500278,-0.3, 1.4,102.5
1504638, 0.3, 1.5,102.8
1509059, 0.3, 1.7,103.1
1516896, 0.5, 1.8,103.7
1502384,-1.0, 0.5,102.7
1520964, 1.2, 2.0,103.9
1527651, 0.4, 1.8,104.4
1529285, 0.1, 2.0,104.5
1535717, 0.4, 2.7,105.0
1538379, 0.2, 2.3,105.1
1537381,-0.1, 2.0,105.1
1551047, 0.9, 3.0,106.0
1554989, 0.3, 3.6,106.3
1556495, 0.1, 3.4,106.4
1564093, 0.5, 3.6,106.9
1565550, 0.1, 3.2,107.0
1572221, 0.4, 4.6,107.5
1576659, 0.3, 3.7,107.8
1577208, 0.0, 3.2,107.8
1583191, 0.4, 3.5,108.2
1583575, 0.0, 3.1,108.2
1591349, 0.5, 3.4,108.8
1592499, 0.1, 3.6,108.8
1587122,-0.3, 2.3,108.5
1598907, 0.7, 2.8,109.3
1605776, 0.4, 3.2,109.7
1610588, 0.3, 3.0,110.1
1614748, 0.3, 3.1,110.4
1620834, 0.4, 3.1,110.8
1622168, 0.1, 2.9,110.9
1627587, 0.3, 3.2,111.2
1636455, 0.5, 3.4,111.8
1645055, 0.5, 3.9,112.4
1649021, 0.2, 3.6,112.7
1652615, 0.2, 3.8,112.9
1656380, 0.2, 4.4,113.2
1656732, 0.0, 3.6,113.2
1657513, 0.0, 3.2,113.3
1654837,-0.2, 2.7,113.1
1657920, 0.2, 2.7,113.3
1659196, 0.1, 2.4,113.4
1656876,-0.1, 2.1,113.2
1659594, 0.2, 2.0,113.4
1663364, 0.2, 1.6,113.7
1673956, 0.6, 1.8,114.4
1670535,-0.2, 1.3,114.2
1678760, 0.5, 1.6,114.7
1682294, 0.2, 1.6,115.0
1684443, 0.1, 1.7,115.1
